,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
eta,1.975,0.52,1.123,2.795,0.011,0.008,2095.0,2942.0,1.0
tau,2.65,0.413,1.957,3.309,0.009,0.006,2096.0,4015.0,1.0
theta,6.647,0.46,5.872,7.389,0.012,0.008,1452.0,2793.0,1.0
rho,2.34,0.089,2.188,2.478,0.003,0.002,1026.0,2188.0,1.0
phi,0.808,0.055,0.719,0.9,0.001,0.0,8337.0,5907.0,1.0
